epoch, loss, 
0, 1.1749333, 
1, 1.1240344, 
2, 1.0749993, 
3, 1.0277739, 
4, 0.9822991, 
5, 0.9385092, 
6, 0.8963328, 
7, 0.8556907, 
8, 0.8164985, 
9, 0.7786696, 
10, 0.7421237, 
11, 0.70679474, 
12, 0.67263556, 
13, 0.63961923, 
14, 0.60773534, 
15, 0.57698834, 
16, 0.5473937, 
17, 0.5189748, 
18, 0.49176168, 
19, 0.46578887, 
20, 0.4410941, 
21, 0.4177169, 
22, 0.39569858, 
23, 0.37508076, 
24, 0.35590515, 
25, 0.3382126, 
26, 0.32204312, 
27, 0.30743465, 
28, 0.29442322, 
29, 0.28304195, 
30, 0.27332065, 
31, 0.26528513, 
32, 0.2589571, 
33, 0.2543545, 
34, 0.2514917, 
35, 0.25037867, 
36, 0.25100416, 
37, 0.25035372, 
38, 0.25096196, 
39, 0.25032982, 
40, 0.25092226, 
41, 0.2503069, 
42, 0.2508851, 
43, 0.25028503, 
44, 0.25085032, 
45, 0.25026417, 
46, 0.2508179, 
47, 0.25024426, 
48, 0.25078762, 
49, 0.2502253, 
50, 0.25075927, 
51, 0.2502072, 
52, 0.25073272, 
53, 0.25019, 
54, 0.2507078, 
55, 0.25017363, 
56, 0.25068432, 
57, 0.25015804, 
58, 0.25066215, 
59, 0.25014323, 
60, 0.2506411, 
61, 0.25012916, 
62, 0.2506211, 
63, 0.25011584, 
64, 0.2506021, 
65, 0.25010318, 
66, 0.25058395, 
67, 0.25009114, 
68, 0.2505666, 
69, 0.25007972, 
70, 0.25054997, 
71, 0.25006884, 
72, 0.25053406, 
73, 0.25005856, 
74, 0.25051877, 
75, 0.25004876, 
76, 0.25050408, 
77, 0.25003934, 
78, 0.25048998, 
79, 0.25003034, 
80, 0.25047642, 
81, 0.25002167, 
82, 0.2504633, 
83, 0.2500133, 
84, 0.25045064, 
85, 0.2500051, 
86, 0.2504384, 
87, 0.24999708, 
88, 0.2504265, 
89, 0.24998915, 
90, 0.25041494, 
91, 0.24998124, 
92, 0.2504036, 
93, 0.24997333, 
94, 0.25039253, 
95, 0.2499653, 
96, 0.25038153, 
97, 0.24995714, 
98, 0.25037068, 
99, 0.24994883, 
100, 0.25035986, 
101, 0.2499403, 
102, 0.25034907, 
103, 0.24993154, 
104, 0.25033817, 
105, 0.24992254, 
106, 0.2503272, 
107, 0.24991322, 
108, 0.25031614, 
109, 0.24990362, 
110, 0.25030494, 
111, 0.24989362, 
112, 0.2502935, 
113, 0.2498833, 
114, 0.25028184, 
115, 0.2498726, 
116, 0.25026995, 
117, 0.24986151, 
118, 0.25025782, 
119, 0.2498501, 
120, 0.2502454, 
121, 0.24983823, 
122, 0.25023264, 
123, 0.249826, 
124, 0.25021958, 
125, 0.24981329, 
126, 0.25020617, 
127, 0.24980024, 
128, 0.25019243, 
129, 0.2497867, 
130, 0.25017828, 
131, 0.24977273, 
132, 0.25016382, 
133, 0.24975836, 
134, 0.25014892, 
135, 0.24974352, 
136, 0.25013363, 
137, 0.24972825, 
138, 0.25011796, 
139, 0.24971248, 
140, 0.25010186, 
141, 0.24969628, 
142, 0.2500853, 
143, 0.24967954, 
144, 0.25006834, 
145, 0.24966238, 
146, 0.2500509, 
147, 0.24964467, 
148, 0.25003302, 
149, 0.24962649, 
150, 0.2500147, 
151, 0.24960777, 
152, 0.2499959, 
153, 0.24958852, 
154, 0.24997663, 
155, 0.24956873, 
156, 0.24995682, 
157, 0.24954838, 
158, 0.24993655, 
159, 0.24952745, 
160, 0.24991578, 
161, 0.24950595, 
162, 0.24989446, 
163, 0.24948387, 
164, 0.24987257, 
165, 0.24946108, 
166, 0.2498502, 
167, 0.24943778, 
168, 0.24982727, 
169, 0.24941377, 
170, 0.24980372, 
171, 0.2493891, 
172, 0.24977958, 
173, 0.24936375, 
174, 0.24975474, 
175, 0.24933764, 
176, 0.2497287, 
177, 0.24931084, 
178, 0.2496637, 
179, 0.249282, 
180, 0.24963614, 
181, 0.24925184, 
182, 0.24960607, 
183, 0.24922064, 
184, 0.2495296, 
185, 0.24918655, 
186, 0.24949889, 
187, 0.24915086, 
188, 0.24945611, 
189, 0.24911347, 
190, 0.24937275, 
191, 0.2490722, 
192, 0.24933767, 
193, 0.24902916, 
194, 0.24925132, 
195, 0.2489819, 
196, 0.24921273, 
197, 0.24893273, 
198, 0.24911742, 
199, 0.24887863, 
200, 0.24907479, 
201, 0.24882254, 
202, 0.24897173, 
203, 0.24876092, 
204, 0.24892458, 
205, 0.24869746, 
206, 0.24881329, 
207, 0.24862802, 
208, 0.24876109, 
209, 0.24855694, 
210, 0.24864058, 
211, 0.24847937, 
212, 0.24858278, 
213, 0.24840051, 
214, 0.2484523, 
215, 0.24831475, 
216, 0.24838817, 
217, 0.24822795, 
218, 0.24824704, 
219, 0.24813396, 
220, 0.24817607, 
221, 0.248039, 
222, 0.24802384, 
223, 0.24793676, 
224, 0.24794622, 
225, 0.24783343, 
226, 0.24778265, 
227, 0.2477231, 
228, 0.24769816, 
229, 0.24761112, 
230, 0.24752352, 
231, 0.24749288, 
232, 0.24743167, 
233, 0.2473717, 
234, 0.24725308, 
235, 0.2472454, 
236, 0.24715371, 
237, 0.24711493, 
238, 0.24704495, 
239, 0.24698351, 
240, 0.24684049, 
241, 0.24684444, 
242, 0.2467307, 
243, 0.2467014, 
244, 0.24661183, 
245, 0.24655749, 
246, 0.2463901, 
247, 0.24640486, 
248, 0.24626939, 
249, 0.24624698, 
250, 0.24614562, 
251, 0.24608937, 
252, 0.24590878, 
253, 0.24592178, 
254, 0.24577692, 
255, 0.24574745, 
256, 0.24564303, 
257, 0.24557427, 
258, 0.2454673, 
259, 0.24539594, 
260, 0.24532244, 
261, 0.24521643, 
262, 0.2450552, 
263, 0.24502248, 
264, 0.24490556, 
265, 0.24482161, 
266, 0.24475421, 
267, 0.24462378, 
268, 0.24459948, 
269, 0.24442737, 
270, 0.244317, 
271, 0.24421659, 
272, 0.24415356, 
273, 0.24399756, 
274, 0.24398851, 
275, 0.24378258, 
276, 0.24382132, 
277, 0.24356985, 
278, 0.24364763, 
279, 0.24335739, 
280, 0.24332888, 
281, 0.2431318, 
282, 0.24314867, 
283, 0.2428922, 
284, 0.24296668, 
285, 0.24265729, 
286, 0.24278262, 
287, 0.24242507, 
288, 0.24259624, 
289, 0.24219427, 
290, 0.24240705, 
291, 0.24196398, 
292, 0.24215525, 
293, 0.24172679, 
294, 0.24195956, 
295, 0.24148697, 
296, 0.24176118, 
297, 0.2412475, 
298, 0.24155639, 
299, 0.2410073, 
300, 0.24085039, 
301, 0.24057022, 
302, 0.24062133, 
303, 0.24023709, 
304, 0.24039368, 
305, 0.2399286, 
306, 0.24016404, 
307, 0.23963135, 
308, 0.23953706, 
309, 0.23916695, 
310, 0.23928156, 
311, 0.23879641, 
312, 0.2390281, 
313, 0.23845556, 
314, 0.23834047, 
315, 0.23791265, 
316, 0.23805715, 
317, 0.2375001, 
318, 0.23732825, 
319, 0.23687805, 
320, 0.2370161, 
321, 0.23641825, 
322, 0.23622823, 
323, 0.23575304, 
324, 0.23588663, 
325, 0.23524776, 
326, 0.23503652, 
327, 0.23454358, 
328, 0.2346637, 
329, 0.23399085, 
330, 0.23375076, 
331, 0.23324999, 
332, 0.23334506, 
333, 0.23264773, 
334, 0.23237056, 
335, 0.2318735, 
336, 0.2319306, 
337, 0.23121998, 
338, 0.23089755, 
339, 0.23041725, 
340, 0.23042232, 
341, 0.22971101, 
342, 0.22933541, 
343, 0.22888625, 
344, 0.22882421, 
345, 0.22812627, 
346, 0.2283393, 
347, 0.22746442, 
348, 0.22712795, 
349, 0.22662738, 
350, 0.22659206, 
351, 0.22585078, 
352, 0.22607584, 
353, 0.22515956, 
354, 0.22478646, 
355, 0.22431093, 
356, 0.22421777, 
357, 0.22349036, 
358, 0.22367014, 
359, 0.22275719, 
360, 0.22232333, 
361, 0.22191155, 
362, 0.22172171, 
363, 0.22104068, 
364, 0.22114506, 
365, 0.22026321, 
366, 0.2205737, 
367, 0.21954024, 
368, 0.21911326, 
369, 0.21870619, 
370, 0.21849157, 
371, 0.21781558, 
372, 0.21789229, 
373, 0.21701337, 
374, 0.21729836, 
375, 0.21626496, 
376, 0.2157864, 
377, 0.21547283, 
378, 0.21514195, 
379, 0.21454173, 
380, 0.21452357, 
381, 0.21370499, 
382, 0.2139133, 
383, 0.21292773, 
384, 0.2133031, 
385, 0.21218866, 
386, 0.21268983, 
387, 0.21147507, 
388, 0.21103786, 
389, 0.21074039, 
390, 0.21039188, 
391, 0.20981283, 
392, 0.20976794, 
393, 0.20897335, 
394, 0.20915109, 
395, 0.20819086, 
396, 0.2085346, 
397, 0.20744607, 
398, 0.20791557, 
399, 0.20672722, 
400, 0.2072931, 
401, 0.20602685, 
402, 0.20666702, 
403, 0.20534007, 
404, 0.20603767, 
405, 0.20466363, 
406, 0.20425002, 
407, 0.20406076, 
408, 0.20361194, 
409, 0.2031385, 
410, 0.20299362, 
411, 0.20230317, 
412, 0.20238154, 
413, 0.20152476, 
414, 0.20176935, 
415, 0.20078447, 
416, 0.2011543, 
417, 0.20007059, 
418, 0.20053528, 
419, 0.19937551, 
420, 0.19991195, 
421, 0.19869426, 
422, 0.19928445, 
423, 0.1980233, 
424, 0.19865292, 
425, 0.1973602, 
426, 0.1980176, 
427, 0.19670305, 
428, 0.19737877, 
429, 0.19605048, 
430, 0.19673659, 
431, 0.1954014, 
432, 0.19609122, 
433, 0.19475496, 
434, 0.19544286, 
435, 0.19411045, 
436, 0.1947915, 
437, 0.19346733, 
438, 0.19413728, 
439, 0.19282517, 
440, 0.19348022, 
441, 0.19218354, 
442, 0.19282043, 
443, 0.19154218, 
444, 0.19215794, 
445, 0.19090083, 
446, 0.19149277, 
447, 0.19025935, 
448, 0.19082507, 
449, 0.18961748, 
450, 0.19015484, 
451, 0.18897524, 
452, 0.18948217, 
453, 0.18833247, 
454, 0.18880719, 
455, 0.1876892, 
456, 0.18813004, 
457, 0.1870454, 
458, 0.18745086, 
459, 0.18640107, 
460, 0.18676972, 
461, 0.18575631, 
462, 0.18608688, 
463, 0.18511117, 
464, 0.18540247, 
465, 0.18446568, 
466, 0.18471673, 
467, 0.18382001, 
468, 0.18402974, 
469, 0.18317425, 
470, 0.18334182, 
471, 0.18252853, 
472, 0.18265313, 
473, 0.18188295, 
474, 0.18196385, 
475, 0.18123765, 
476, 0.1812742, 
477, 0.1805928, 
478, 0.18058439, 
479, 0.17994851, 
480, 0.17989457, 
481, 0.17930491, 
482, 0.179205, 
483, 0.17866217, 
484, 0.17851579, 
485, 0.17802036, 
486, 0.17782716, 
487, 0.17737967, 
488, 0.17713924, 
489, 0.17674017, 
490, 0.17645217, 
491, 0.17610195, 
492, 0.17576611, 
493, 0.17546517, 
494, 0.17508115, 
495, 0.17482993, 
496, 0.17439741, 
497, 0.17419623, 
498, 0.17371501, 
499, 0.1735642, 
500, 0.173034, 
501, 0.17293385, 
502, 0.17235443, 
503, 0.17230529, 
504, 0.17167632, 
505, 0.17167845, 
506, 0.17099977, 
507, 0.1710534, 
508, 0.17032482, 
509, 0.17043012, 
510, 0.16965134, 
511, 0.1698086, 
512, 0.16897942, 
513, 0.16918874, 
514, 0.16830897, 
515, 0.16857046, 
516, 0.16763996, 
517, 0.16795361, 
518, 0.16697232, 
519, 0.16733818, 
520, 0.16630584, 
521, 0.16672371, 
522, 0.16564043, 
523, 0.1661101, 
524, 0.16497597, 
525, 0.16549706, 
526, 0.16431212, 
527, 0.16488397, 
528, 0.16364858, 
529, 0.16427028, 
530, 0.16298513, 
531, 0.16365525, 
532, 0.16232109, 
533, 0.16103552, 
534, 0.1595711, 
535, 0.15905893, 
536, 0.1589965, 
537, 0.15835945, 
538, 0.15798366, 
539, 0.15766434, 
540, 0.15703928, 
541, 0.15696312, 
542, 0.15613583, 
543, 0.15624873, 
544, 0.15525666, 
545, 0.15551385, 
546, 0.15438993, 
547, 0.15474945, 
548, 0.15352532, 
549, 0.15394302, 
550, 0.1526525, 
551, 0.1530807, 
552, 0.15176012, 
553, 0.1521626, 
554, 0.1508389, 
555, 0.15121873, 
556, 0.14988747, 
557, 0.15022612, 
558, 0.14890037, 
559, 0.14937264, 
560, 0.147919, 
561, 0.14713646, 
562, 0.14486818, 
563, 0.14273039, 
564, 0.14071324, 
565, 0.13882263, 
566, 0.13706814, 
567, 0.13546182, 